landslide_category,landslide_trigger,landslide_size,longitude,latitude,landslide_region,landslide_trigger_encoded,landslide_category_encoded,landslide_size_encoded,landslide_region_encoded
landslide,unknown,medium,76.7606,10.0486,Other,3,8,4,13
landslide,downpour,medium,74.9489,33.0289,Rainfall-Related,12,8,4,12
landslide,downpour,large,77.5971,34.1482,Rainfall-Related,12,8,5,12
landslide,rain,medium,76.8806,11.338,Rainfall-Related,10,8,4,12
landslide,rain,medium,93.8443,24.9356,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.1103,30.9086,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.4659,27.0638,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,73.0226,19.0811,Rainfall-Related,11,8,4,12
landslide,construction,medium,77.0588,30.8974,Construction and Urban,4,8,4,10
mudslide,monsoon,medium,73.593,16.9214,Other,9,7,4,13
landslide,downpour,medium,76.853,32.6598,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,79.5269,30.6494,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.1402,31.0722,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.6264,33.0498,Rainfall-Related,12,8,4,12
landslide,rain,medium,93.5039,24.7543,Rainfall-Related,10,8,4,12
landslide,downpour,medium,72.8102,18.9774,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.4138,32.7571,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.2562,33.3852,Rainfall-Related,12,8,4,12
rock_fall,unknown,medium,77.089,30.895,Mountainous Regions,3,6,4,8
landslide,rain,medium,92.7362,23.7131,Rainfall-Related,10,8,4,12
landslide,downpour,large,77.1645,31.1,Rainfall-Related,12,8,5,12
landslide,rain,medium,94.9439,26.3897,Rainfall-Related,10,8,4,12
landslide,mining,medium,78.63,31.8931,Construction and Urban,5,8,4,10
landslide,continuous_rain,medium,80.8576,30.1719,Rainfall-Related,11,8,4,12
landslide,downpour,medium,73.6608,16.5676,Rainfall-Related,12,8,4,12
landslide,downpour,medium,73.5027,17.0661,Rainfall-Related,12,8,4,12
landslide,continuous_rain,small,77.1751,31.1003,Rainfall-Related,11,8,3,12
landslide,unknown,medium,75.6157,32.6175,Other,3,8,4,13
landslide,rain,small,92.3807,25.1416,Rainfall-Related,10,8,3,12
rock_fall,continuous_rain,medium,78.8578,31.0358,Rainfall-Related,11,6,4,12
rock_fall,monsoon,small,80.2364,30.0705,Mountainous Regions,9,6,3,8
landslide,downpour,medium,92.72124394,23.73478778,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,91.7825,26.1961,Rainfall-Related,12,7,4,12
landslide,rain,medium,92.3636,25.0728,Rainfall-Related,10,8,4,12
landslide,downpour,medium,76.933,31.7099,Rainfall-Related,12,8,4,12
rock_fall,unknown,medium,88.5294,27.1758,Mountainous Regions,3,6,4,8
landslide,continuous_rain,small,75.2102,33.2504,Rainfall-Related,11,8,3,12
landslide,downpour,medium,73.9239,15.3826,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.0958,30.9012,Rainfall-Related,12,8,4,12
landslide,rain,small,75.2405,33.2394,Rainfall-Related,10,8,3,12
landslide,downpour,medium,88.5292,27.172,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.5768,34.1534,Rainfall-Related,12,8,4,12
mudslide,continuous_rain,medium,84.0696,24.0406,Rainfall-Related,11,7,4,12
landslide,downpour,very_large,78.9829,30.2853,Rainfall-Related,12,8,6,12
landslide,downpour,medium,75.5526,33.1488,Rainfall-Related,12,8,4,12
rock_fall,continuous_rain,medium,77.8561,31.5728,Rainfall-Related,11,6,4,12
landslide,rain,small,76.8267,11.3403,Rainfall-Related,10,8,3,12
landslide,continuous_rain,medium,75.4189,34.258,Rainfall-Related,11,8,4,12
landslide,rain,medium,79.0853,30.5345,Rainfall-Related,10,8,4,12
landslide,downpour,medium,76.2851,34.4332,Rainfall-Related,12,8,4,12
complex,downpour,medium,80.6053,16.5141,Rainfall-Related,12,4,4,12
landslide,downpour,medium,92.7187,23.7313,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.3902,9.8988,Rainfall-Related,12,8,4,12
landslide,unknown,medium,88.28,26.89,Other,3,8,4,13
landslide,downpour,medium,76.9844,30.7059,Rainfall-Related,12,8,4,12
landslide,mining,medium,83.1809,19.5178,Construction and Urban,5,8,4,10
landslide,continuous_rain,small,74.2798,34.4002,Rainfall-Related,11,8,3,12
landslide,rain,medium,88.2833,26.8833,Rainfall-Related,10,8,4,12
landslide,downpour,medium,78.0949,30.3822,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,74.3836,34.0786,Rainfall-Related,11,8,4,12
landslide,downpour,medium,76.9316,31.7083,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.4594,30.9936,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.2566,14.7395,Rainfall-Related,12,8,4,12
rock_fall,downpour,medium,73.7767,19.3379,Rainfall-Related,12,6,4,12
landslide,unknown,medium,93.6795,25.1604,Other,3,8,4,13
landslide,downpour,medium,76.69,11.41,Rainfall-Related,12,8,4,12
landslide,downpour,small,76.9424,31.7018,Rainfall-Related,12,8,3,12
landslide,downpour,medium,88.609,27.337,Rainfall-Related,12,8,4,12
landslide,downpour,small,88.6087,27.322,Rainfall-Related,12,8,3,12
landslide,downpour,medium,95.8776,28.4298,Rainfall-Related,12,8,4,12
landslide,downpour,small,73.009,19.19,Rainfall-Related,12,8,3,12
landslide,continuous_rain,unknown,92.7264,24.5204,Rainfall-Related,11,8,2,12
landslide,downpour,large,92.6351,27.0136,Rainfall-Related,12,8,5,12
landslide,rain,medium,77.1935,32.3237,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.4466,34.2601,Rainfall-Related,12,8,4,12
landslide,downpour,small,72.8406,19.1209,Rainfall-Related,12,8,3,12
landslide,downpour,medium,88.5577,27.7167,Rainfall-Related,12,8,4,12
landslide,rain,medium,75.2476,12.8446,Rainfall-Related,10,8,4,12
landslide,downpour,medium,76.9408,9.8306,Rainfall-Related,12,8,4,12
landslide,rain,large,93.6287,27.0998,Rainfall-Related,10,8,5,12
landslide,downpour,medium,78.8847,30.2485,Rainfall-Related,12,8,4,12
landslide,rain,small,91.7082,26.1044,Rainfall-Related,10,8,3,12
landslide,rain,small,75.2406,33.2395,Rainfall-Related,10,8,3,12
landslide,rain,medium,91.7599,26.1771,Rainfall-Related,10,8,4,12
landslide,tropical_cyclone,medium,84.0502,19.1008,Natural Disaster-Prone,7,8,4,11
landslide,unknown,medium,75.5844,12.7796,Other,3,8,4,13
landslide,downpour,medium,75.1994,32.9961,Rainfall-Related,12,8,4,12
landslide,downpour,medium,95.4993,26.9986,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,93.8067,25.7713,Rainfall-Related,12,7,4,12
landslide,downpour,medium,88.6556,27.0875,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.349,30.4,Rainfall-Related,12,8,4,12
landslide,tropical_cyclone,medium,74.0226,34.0942,Natural Disaster-Prone,7,8,4,11
rock_fall,rain,small,76.5102,31.6916,Rainfall-Related,10,6,3,12
mudslide,rain,medium,93.0515,27.8837,Rainfall-Related,10,7,4,12
landslide,rain,medium,78.3027,30.0702,Rainfall-Related,10,8,4,12
landslide,rain,medium,88.42572376,27.05374234,Rainfall-Related,10,8,4,12
landslide,downpour,medium,80.058,29.7911,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,74.799,33.9445,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.1038,31.0215,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,77.2147,32.4318,Rainfall-Related,11,8,4,12
complex,construction,medium,76.86927482,31.46626719,Construction and Urban,4,4,4,10
landslide,rain,medium,77.4767,10.2288,Rainfall-Related,10,8,4,12
landslide,downpour,medium,93.9482,24.8063,Rainfall-Related,12,8,4,12
landslide,rain,medium,73.8362,15.5063,Rainfall-Related,10,8,4,12
landslide,downpour,medium,74.1447,15.2932,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.08,30.7,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.1996,33.4406,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.8416,22.7176,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.8,27.7,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,93.8794,25.5098,Rainfall-Related,11,8,4,12
mudslide,mining,small,75.4856,11.8348,Construction and Urban,5,7,3,10
landslide,monsoon,large,76.074,11.7095,Other,9,8,5,13
landslide,downpour,medium,94.4182,24.8628,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.494,29.6131,Rainfall-Related,12,8,4,12
landslide,downpour,medium,72.9084,19.6241,Rainfall-Related,12,8,4,12
landslide,downpour,medium,93.5027,24.9786,Rainfall-Related,12,8,4,12
landslide,rain,medium,92.8339,25.2946,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.1915,33.4431,Rainfall-Related,12,8,4,12
landslide,downpour,small,73.8182,15.3904,Rainfall-Related,12,8,3,12
landslide,continuous_rain,medium,75.1199,32.5282,Rainfall-Related,11,8,4,12
landslide,downpour,medium,75.6233,34.3951,Rainfall-Related,12,8,4,12
rock_fall,downpour,medium,78.8743,16.0781,Rainfall-Related,12,6,4,12
landslide,downpour,medium,74.1158,15.6365,Rainfall-Related,12,8,4,12
landslide,rain,large,76.2665,32.0985,Rainfall-Related,10,8,5,12
landslide,downpour,medium,91.7162,26.1226,Rainfall-Related,12,8,4,12
landslide,downpour,medium,91.893,25.583,Rainfall-Related,12,8,4,12
landslide,unknown,small,78.1758,31.5007,Other,3,8,3,13
landslide,downpour,small,73.7167,16.1078,Rainfall-Related,12,8,3,12
landslide,continuous_rain,medium,78.616,30.7864,Rainfall-Related,11,8,4,12
landslide,downpour,medium,76.9161,31.8795,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.3814,24.6005,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.3445,34.2101,Rainfall-Related,12,8,4,12
landslide,rain,small,78.0803,30.4305,Rainfall-Related,10,8,3,12
landslide,downpour,medium,80.2369,30.0718,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.439,30.733,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,91.8569,27.5799,Rainfall-Related,11,8,4,12
landslide,rain,medium,75.3098,33.1662,Rainfall-Related,10,8,4,12
landslide,continuous_rain,very_large,77.011,9.9147,Rainfall-Related,11,8,6,12
landslide,downpour,medium,91.9754,27.5754,Rainfall-Related,12,8,4,12
landslide,rain,medium,80.6128,16.6252,Rainfall-Related,10,8,4,12
landslide,rain,medium,92.2833,27.44,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,79.3276,30.4041,Rainfall-Related,11,8,4,12
landslide,monsoon,medium,94.5438,26.2083,Other,9,8,4,13
landslide,continuous_rain,medium,74.4117,34.0968,Rainfall-Related,11,8,4,12
landslide,construction,small,74.8859,12.8962,Construction and Urban,4,8,3,10
landslide,monsoon,medium,93.9784,24.6596,Other,9,8,4,13
landslide,downpour,medium,72.8676,19.0263,Rainfall-Related,12,8,4,12
mudslide,continuous_rain,medium,94.1497,25.8266,Rainfall-Related,11,7,4,12
landslide,downpour,medium,79.5519,29.3576,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.8799,33.0852,Rainfall-Related,12,8,4,12
landslide,monsoon,small,91.7702,26.1768,Other,9,8,3,13
mudslide,downpour,large,93.3497,27.8997,Rainfall-Related,12,7,5,12
landslide,continuous_rain,small,88.4397,27.0816,Rainfall-Related,11,8,3,12
landslide,downpour,medium,73.9214,15.5419,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.0967,33.7706,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.8168,9.6991,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.9035,33.5808,Rainfall-Related,12,8,4,12
landslide,unknown,large,77.2853,33.287,Other,3,8,5,13
landslide,rain,medium,78.2619,31.5158,Rainfall-Related,10,8,4,12
mudslide,monsoon,medium,80.4703,26.3221,Other,9,7,4,13
landslide,downpour,medium,75.17240669,33.35406635,Rainfall-Related,12,8,4,12
landslide,rain,medium,76.322,10.077,Rainfall-Related,10,8,4,12
landslide,rain,large,92.7175,23.7281,Rainfall-Related,10,8,5,12
landslide,continuous_rain,medium,76.818,30.9141,Rainfall-Related,11,8,4,12
landslide,unknown,medium,73.7917,20.0014,Other,3,8,4,13
landslide,monsoon,medium,93.686,25.16,Other,9,8,4,13
landslide,continuous_rain,small,79.1464,29.1585,Rainfall-Related,11,8,3,12
landslide,downpour,medium,75.1984,33.3216,Rainfall-Related,12,8,4,12
landslide,rain,medium,76.991,30.8522,Rainfall-Related,10,8,4,12
landslide,unknown,medium,91.85672387,27.5798729,Other,3,8,4,13
landslide,downpour,medium,75.2382,33.2412,Rainfall-Related,12,8,4,12
mudslide,construction,small,76.8076,11.3464,Construction and Urban,4,7,3,10
mudslide,unknown,small,77.2135,28.5714,Other,3,7,3,13
landslide,downpour,medium,92.2897,25.3433,Rainfall-Related,12,8,4,12
landslide,rain,medium,91.6906,26.1016,Rainfall-Related,10,8,4,12
mudslide,rain,medium,92.6755,24.2315,Rainfall-Related,10,7,4,12
landslide,downpour,medium,88.1835,26.8843,Rainfall-Related,12,8,4,12
landslide,downpour,medium,91.763,26.1965,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.1996,31.4551,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,80.2182,29.5829,Rainfall-Related,11,8,4,12
landslide,rain,medium,77.2665,34.219,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.1958,28.6809,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.0264,30.6509,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,91.8806,26.1028,Rainfall-Related,11,8,4,12
landslide,downpour,medium,75.1999,33.3645,Rainfall-Related,12,8,4,12
landslide,rain,medium,73.5189,16.9648,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.1489,32.8363,Rainfall-Related,12,8,4,12
landslide,unknown,medium,73.7746,19.34,Other,3,8,4,13
landslide,downpour,medium,77.3052,32.3573,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,77.3525,31.1263,Rainfall-Related,11,8,4,12
landslide,rain,medium,78.7248,31.0343,Rainfall-Related,10,8,4,12
landslide,rain,medium,74.876,32.737,Rainfall-Related,10,8,4,12
landslide,continuous_rain,small,74.9566,12.8747,Rainfall-Related,11,8,3,12
landslide,rain,medium,76.0412,33.6917,Rainfall-Related,10,8,4,12
rock_fall,unknown,medium,76.6952,11.404,Mountainous Regions,3,6,4,8
mudslide,continuous_rain,medium,87.3412,26.9734,Rainfall-Related,11,7,4,12
landslide,downpour,medium,74.8862,12.8715,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,75.29048614,33.04965334,Rainfall-Related,11,8,4,12
debris_flow,continuous_rain,medium,76.3374,32.2241,Rainfall-Related,11,5,4,12
landslide,rain,medium,94.564,26.0838,Rainfall-Related,10,8,4,12
landslide,downpour,large,77.6538,34.1481,Rainfall-Related,12,8,5,12
landslide,unknown,medium,84.5322,25.4551,Other,3,8,4,13
landslide,downpour,medium,92.6724,24.042,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.8205,14.4702,Rainfall-Related,10,8,4,12
landslide,downpour,medium,78.8996,30.2416,Rainfall-Related,12,8,4,12
landslide,construction,medium,72.566,23.0396,Construction and Urban,4,8,4,10
landslide,rain,medium,76.7937,11.3484,Rainfall-Related,10,8,4,12
landslide,downpour,medium,79.3888,30.5004,Rainfall-Related,12,8,4,12
landslide,downpour,small,93.7145,27.125,Rainfall-Related,12,8,3,12
landslide,rain,medium,96.1509,28.8254,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.1675,31.0931,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,94.0984,24.416,Rainfall-Related,11,8,4,12
landslide,downpour,medium,75.22742083,33.2443135,Rainfall-Related,12,8,4,12
mudslide,unknown,medium,94.9731,26.4205,Other,3,7,4,13
other,rain,medium,75.0556,32.9148,Rainfall-Related,10,2,4,12
landslide,downpour,medium,76.2699,32.1002,Rainfall-Related,12,8,4,12
landslide,rain,medium,75.242,33.2418,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.5796,32.4035,Rainfall-Related,12,8,4,12
mudslide,continuous_rain,small,77.1665,31.0851,Rainfall-Related,11,7,3,12
landslide,unknown,large,75.244,33.2359,Other,3,8,5,13
landslide,downpour,medium,94.1327,25.4786,Rainfall-Related,12,8,4,12
landslide,rain,medium,80.6117,16.5175,Rainfall-Related,10,8,4,12
mudslide,rain,medium,88.4451,27.4885,Rainfall-Related,10,7,4,12
landslide,downpour,large,77.3504,34.2116,Rainfall-Related,12,8,5,12
landslide,downpour,medium,94.1739,25.8782,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.3664,27.1695,Rainfall-Related,10,8,4,12
landslide,unknown,medium,77.9277,31.5593,Other,3,8,4,13
landslide,rain,small,92.4584,25.0318,Rainfall-Related,10,8,3,12
landslide,downpour,medium,78.5094,30.383,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.072,32.219,Rainfall-Related,12,8,4,12
landslide,continuous_rain,small,79.5541,30.5568,Rainfall-Related,11,8,3,12
landslide,downpour,large,94.9829,28.611,Rainfall-Related,12,8,5,12
landslide,continuous_rain,medium,93.3783,23.5397,Rainfall-Related,11,8,4,12
landslide,downpour,medium,75.1432,32.9295,Rainfall-Related,12,8,4,12
landslide,downpour,large,91.7369,26.1049,Rainfall-Related,12,8,5,12
landslide,downpour,medium,88.268,26.9599,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.3426,30.4054,Rainfall-Related,12,8,4,12
landslide,rain,medium,77.2466,32.3712,Rainfall-Related,10,8,4,12
landslide,downpour,medium,96.1517,28.8254,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.9137,30.1977,Rainfall-Related,12,8,4,12
landslide,unknown,medium,75.2449,33.1213,Other,3,8,4,13
landslide,monsoon,medium,93.0385,27.36,Other,9,8,4,13
landslide,downpour,medium,91.8383,26.1309,Rainfall-Related,12,8,4,12
landslide,downpour,medium,95.4112,28.3036,Rainfall-Related,12,8,4,12
rock_fall,rain,medium,73.974,15.323,Rainfall-Related,10,6,4,12
landslide,continuous_rain,small,93.8474,25.1555,Rainfall-Related,11,8,3,12
landslide,downpour,medium,76.9299,9.5527,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.0574,30.6639,Rainfall-Related,10,8,4,12
landslide,downpour,medium,94.0212,25.2745,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.71060943,23.73504471,Rainfall-Related,12,8,4,12
complex,downpour,medium,92.8551,25.0888,Rainfall-Related,12,4,4,12
landslide,downpour,medium,88.6188,27.3392,Rainfall-Related,12,8,4,12
mudslide,construction,medium,78.4606,17.4655,Construction and Urban,4,7,4,10
landslide,rain,medium,78.0169,30.3069,Rainfall-Related,10,8,4,12
landslide,unknown,medium,91.8695,26.048,Other,3,8,4,13
landslide,downpour,small,85.6179,24.3599,Rainfall-Related,12,8,3,12
landslide,downpour,medium,93.0748,23.3439,Rainfall-Related,12,8,4,12
rock_fall,downpour,small,90.2191,25.5084,Rainfall-Related,12,6,3,12
landslide,downpour,medium,78.3297,30.638,Rainfall-Related,12,8,4,12
landslide,downpour,very_large,94.693,26.7103,Rainfall-Related,12,8,6,12
landslide,downpour,medium,75.0327,12.8806,Rainfall-Related,12,8,4,12
landslide,mining,medium,77.0991,31.0164,Construction and Urban,5,8,4,10
landslide,downpour,medium,88.6428,27.3543,Rainfall-Related,12,8,4,12
landslide,downpour,medium,93.4108,24.7679,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.6695,33.2257,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.8886,33.2599,Rainfall-Related,12,8,4,12
landslide,downpour,medium,77.9988,34.0123,Rainfall-Related,12,8,4,12
landslide,rain,small,78.6278,30.0261,Rainfall-Related,10,8,3,12
landslide,continuous_rain,small,73.0618,19.2677,Rainfall-Related,11,8,3,12
landslide,downpour,medium,78.5658,29.7036,Rainfall-Related,12,8,4,12
landslide,rain,medium,74.2562,33.798,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.1919,33.2477,Rainfall-Related,12,8,4,12
landslide,unknown,medium,79.0853,30.5345,Other,3,8,4,13
landslide,rain,medium,78.3366,30.6539,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,94.6219,25.72,Rainfall-Related,11,8,4,12
landslide,downpour,medium,94.5282,26.0101,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,79.4774,30.4605,Rainfall-Related,11,8,4,12
landslide,continuous_rain,medium,73.311,19.029,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.15,28.758,Rainfall-Related,12,8,4,12
landslide,rain,small,75.7797,12.9455,Rainfall-Related,10,8,3,12
landslide,rain,medium,77.5914,32.7334,Rainfall-Related,10,8,4,12
rock_fall,rain,small,78.5113,30.3351,Rainfall-Related,10,6,3,12
landslide,rain,medium,88.4572,27.0875,Rainfall-Related,10,8,4,12
landslide,downpour,medium,94.1076,25.682,Rainfall-Related,12,8,4,12
landslide,rain,medium,76.5338,31.673,Rainfall-Related,10,8,4,12
landslide,downpour,large,92.7187,23.7348,Rainfall-Related,12,8,5,12
landslide,downpour,medium,77.1723589,31.09907494,Rainfall-Related,12,8,4,12
landslide,rain,medium,78.499,17.3895,Rainfall-Related,10,8,4,12
mudslide,rain,medium,78.1333,27.0167,Rainfall-Related,10,7,4,12
landslide,continuous_rain,medium,78.48,30.8928,Rainfall-Related,11,8,4,12
landslide,rain,medium,78.4396,30.7292,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,90.5549,25.2193,Rainfall-Related,11,8,4,12
landslide,monsoon,medium,91.8644,27.5748,Other,9,8,4,13
landslide,downpour,large,74.499,14.7812,Rainfall-Related,12,8,5,12
landslide,downpour,medium,88.2807,26.8781,Rainfall-Related,12,8,4,12
landslide,downpour,large,94.0441,25.318,Rainfall-Related,12,8,5,12
landslide,downpour,medium,77.1679,31.5596,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,93.5291,24.7016,Rainfall-Related,11,8,4,12
landslide,rain,medium,83.9462,21.464,Rainfall-Related,10,8,4,12
landslide,rain,medium,88.2374,23.9304,Rainfall-Related,10,8,4,12
landslide,downpour,medium,83.1993,17.6874,Rainfall-Related,12,8,4,12
landslide,downpour,medium,75.2381,33.2424,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.0319,30.3214,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,75.0911,32.9041,Rainfall-Related,11,8,4,12
landslide,downpour,medium,79.1939,30.1944,Rainfall-Related,12,8,4,12
landslide,unknown,medium,76.9876,31.7756,Other,3,8,4,13
rock_fall,downpour,large,77.4266,30.6935,Rainfall-Related,12,6,5,12
landslide,downpour,medium,92.8025,25.0633,Rainfall-Related,12,8,4,12
rock_fall,downpour,medium,76.8691,11.344,Rainfall-Related,12,6,4,12
landslide,downpour,medium,77.5206,10.4497,Rainfall-Related,12,8,4,12
landslide,downpour,medium,94.1095,25.6703,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,76.1238,32.5612,Rainfall-Related,12,7,4,12
landslide,downpour,medium,79.6592,29.5987,Rainfall-Related,12,8,4,12
landslide,downpour,medium,88.4695,26.8692,Rainfall-Related,12,8,4,12
landslide,downpour,large,79.5343,29.6042,Rainfall-Related,12,8,5,12
rock_fall,unknown,medium,78.0366,30.4876,Mountainous Regions,3,6,4,8
landslide,downpour,medium,77.1325,31.0655,Rainfall-Related,12,8,4,12
landslide,rain,medium,76.8902,8.742,Rainfall-Related,10,8,4,12
landslide,downpour,medium,76.7416,10.0011,Rainfall-Related,12,8,4,12
landslide,rain,medium,75.66,12.845,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.3504,32.6188,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,88.2806,26.8826,Rainfall-Related,11,8,4,12
debris_flow,downpour,medium,78.3303,30.6293,Rainfall-Related,12,5,4,12
landslide,downpour,medium,94.04,25.705,Rainfall-Related,12,8,4,12
landslide,downpour,medium,94.5121,26.3186,Rainfall-Related,12,8,4,12
landslide,rain,medium,74.11,15.15,Rainfall-Related,10,8,4,12
landslide,continuous_rain,medium,94.3591,25.1122,Rainfall-Related,11,8,4,12
landslide,downpour,medium,88.497,27.2319,Rainfall-Related,12,8,4,12
landslide,downpour,medium,80.1306,27.5862,Rainfall-Related,12,8,4,12
landslide,downpour,small,77.1803,32.2934,Rainfall-Related,12,8,3,12
landslide,rain,medium,75.5464,33.1517,Rainfall-Related,10,8,4,12
landslide,downpour,large,94.8885,28.9986,Rainfall-Related,12,8,5,12
landslide,downpour,medium,74.1872,33.577,Rainfall-Related,12,8,4,12
landslide,downpour,medium,95.0283,26.7215,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.8371,30.3846,Rainfall-Related,12,8,4,12
other,downpour,medium,92.749,11.6753,Rainfall-Related,12,2,4,12
landslide,rain,medium,88.2816,27.2872,Rainfall-Related,10,8,4,12
landslide,downpour,medium,77.2889,30.5589,Rainfall-Related,12,8,4,12
landslide,downpour,medium,79.6724,30.4238,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.7146,23.7365,Rainfall-Related,12,8,4,12
landslide,downpour,medium,92.5217,23.7705,Rainfall-Related,12,8,4,12
rock_fall,monsoon,medium,73.7793,19.336,Mountainous Regions,9,6,4,8
landslide,downpour,medium,75.1772,33.3307,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.34149164,34.38667467,Rainfall-Related,12,8,4,12
mudslide,downpour,medium,74.6568,34.141,Rainfall-Related,12,7,4,12
landslide,downpour,medium,78.0976,31.5168,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.3896,30.135,Rainfall-Related,12,8,4,12
landslide,monsoon,medium,94.6055,26.1498,Other,9,8,4,13
landslide,downpour,very_large,79.49970189,30.75402442,Rainfall-Related,12,8,6,12
landslide,downpour,medium,75.2131,33.2483,Rainfall-Related,12,8,4,12
landslide,rain,medium,88.4719,26.9015,Rainfall-Related,10,8,4,12
landslide,downpour,medium,75.0018,33.0271,Rainfall-Related,12,8,4,12
landslide,tropical_cyclone,medium,88.2791,26.8836,Natural Disaster-Prone,7,8,4,11
landslide,rain,medium,78.2034,11.7792,Rainfall-Related,10,8,4,12
landslide,unknown,medium,80.2123,29.5798,Other,3,8,4,13
landslide,downpour,medium,94.8422,26.148,Rainfall-Related,12,8,4,12
landslide,rain,medium,73.9958,15.9517,Rainfall-Related,10,8,4,12
landslide,downpour,medium,72.8889,19.1287,Rainfall-Related,12,8,4,12
landslide,downpour,small,88.443,27.0087,Rainfall-Related,12,8,3,12
landslide,downpour,medium,76.9001,31.5494,Rainfall-Related,12,8,4,12
landslide,downpour,medium,90.2167,25.5144,Rainfall-Related,12,8,4,12
mudslide,downpour,small,74.8852,12.8659,Rainfall-Related,12,7,3,12
landslide,downpour,medium,79.4841,29.3987,Rainfall-Related,12,8,4,12
landslide,continuous_rain,medium,78.6814,30.9111,Rainfall-Related,11,8,4,12
landslide,downpour,medium,77.02239366,31.71456806,Rainfall-Related,12,8,4,12
landslide,downpour,medium,78.6115,29.9862,Rainfall-Related,12,8,4,12
landslide,downpour,medium,76.0376,11.405,Rainfall-Related,12,8,4,12
landslide,downpour,medium,74.79428356,33.9548314,Rainfall-Related,12,8,4,12
landslide,rain,medium,91.27,25.52,Rainfall-Related,10,8,4,12
landslide,rain,large,76.6953,11.4046,Rainfall-Related,10,8,5,12
landslide,rain,medium,91.7652,26.1964,Rainfall-Related,10,8,4,12
